Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Festival Delight,3/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4057,6.0%,108,10,203,24,26564,31,27,3
Festival Delight,3/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3407,7.8%,118,19,421,14,8935,76,25,13
Festival Delight,3/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3258,6.1%,89,83,1418,21,20768,41,20,0
Festival Delight,3/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4722,5.3%,111,40,853,24,36223,31,9,7
Festival Delight,3/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4604,6.1%,125,84,2011,28,47090,58,2,7
Festival Delight,3/31/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2632,6.4%,76,9,127,21,27771,36,31,17
Festival Delight,4/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4367,6.1%,120,84,1923,24,42743,60,25,17
Festival Delight,4/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4206,5.8%,109,73,1522,21,47090,65,25,3
Festival Delight,4/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2909,7.3%,95,64,1151,10,14006,75,22,17
Festival Delight,4/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3320,5.4%,80,76,1163,10,18595,23,7,10
Festival Delight,4/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1979,4.6%,41,48,374,24,39846,39,7,0
Festival Delight,4/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3761,5.4%,91,5,85,21,34291,42,4,3
Festival Delight,4/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2277,5.2%,53,11,108,10,16904,33,13,10
Festival Delight,4/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4106,5.4%,99,48,903,10,8573,49,27,3
Festival Delight,4/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3163,5.1%,72,53,724,24,32601,53,16,7
Festival Delight,4/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4156,7.4%,137,11,282,10,10625,58,0,17
Festival Delight,4/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1568,5.0%,35,98,658,28,35499,60,9,10
Festival Delight,4/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2126,6.9%,65,72,905,10,8573,70,22,7
Festival Delight,4/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3443,8.3%,127,2,48,28,49988,31,2,20
Festival Delight,4/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1422,5.0%,32,105,632,14,10625,70,16,20
Festival Delight,4/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2999,4.7%,63,104,1254,14,13040,66,11,3
Festival Delight,4/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5319,6.4%,152,77,2240,14,17870,27,7,13
Festival Delight,4/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1665,8.4%,62,26,315,10,9660,52,25,10
Festival Delight,4/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3368,5.6%,84,100,1600,14,23183,18,27,3
Festival Delight,4/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2283,4.8%,49,85,792,17,18353,55,20,7
Festival Delight,4/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2069,4.9%,45,1,9,28,57233,69,2,0
Festival Delight,4/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3349,5.2%,78,10,146,17,16300,69,4,10
Festival Delight,4/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1955,5.4%,47,109,983,24,44675,62,22,17
Festival Delight,4/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4217,5.6%,105,51,1022,10,14248,31,18,7
Festival Delight,4/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4491,5.6%,112,5,105,24,50712,49,22,7
Festival Delight,4/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2583,6.6%,76,45,658,21,33808,85,7,13
Festival Delight,4/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3403,4.4%,67,31,402,17,15455,74,9,13
Festival Delight,4/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3377,3.4%,52,79,781,24,39846,34,22,13
Festival Delight,4/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2253,5.4%,54,14,142,10,18112,44,2,7
Festival Delight,4/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2297,5.7%,58,34,381,24,33808,68,7,3
Festival Delight,4/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3485,6.4%,99,47,892,7,6399,54,11,7
Festival Delight,5/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4806,2.8%,60,108,1242,24,18112,73,29,10
Festival Delight,5/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3684,7.3%,121,17,384,10,9660,26,18,10
Festival Delight,5/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3001,7.5%,101,93,1795,10,14972,17,29,7
Festival Delight,5/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1931,5.9%,51,109,1071,14,21009,54,9,7
Festival Delight,5/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2825,6.1%,77,20,287,17,22700,22,11,10
Festival Delight,5/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4580,7.2%,148,22,609,24,25356,65,20,3
Festival Delight,5/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3021,7.3%,99,95,1795,14,11833,25,20,3
Festival Delight,5/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2278,6.9%,71,75,1016,17,25356,43,22,17
Festival Delight,5/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3662,3.5%,57,104,1124,28,56508,66,4,10
Festival Delight,5/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3571,6.4%,102,56,1085,21,29945,59,11,10
Festival Delight,5/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1970,5.3%,47,46,412,10,7969,58,4,3
Festival Delight,5/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2103,3.0%,28,32,172,24,34412,36,2,3
Festival Delight,5/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2943,5.4%,71,98,1334,14,18353,70,22,3
Festival Delight,5/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4288,5.1%,98,111,2093,10,12799,15,7,10
Festival Delight,5/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3338,7.2%,107,45,921,28,50712,26,7,3
Festival Delight,5/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4347,10.0%,194,19,690,21,24632,20,4,7
Festival Delight,5/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3739,6.9%,116,69,1537,10,11108,60,2,3
Festival Delight,5/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2023,5.8%,52,109,1094,24,31997,36,2,13
Festival Delight,5/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4689,3.7%,78,61,903,24,22458,75,13,17
Festival Delight,5/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2535,6.6%,75,89,1278,10,12799,22,7,7
Festival Delight,5/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2939,4.5%,59,87,977,24,20526,20,11,20
Festival Delight,5/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2470,4.4%,49,108,1003,28,50712,18,13,3
Festival Delight,5/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3732,7.9%,131,29,733,7,7728,74,31,3
Festival Delight,5/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3389,6.0%,90,55,948,24,35499,70,16,17
Festival Delight,5/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2452,6.8%,74,44,625,21,20285,81,25,0
Festival Delight,5/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3720,4.7%,78,110,1641,10,18112,48,0,10
Festival Delight,5/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2489,4.3%,47,14,124,24,37431,62,2,20
Festival Delight,5/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4694,4.6%,96,10,179,10,3743,27,11,17
Festival Delight,5/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2668,7.6%,91,92,1600,14,19923,52,7,13
Festival Delight,5/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2655,8.0%,94,77,1391,28,30427,43,20,3
Festival Delight,5/31/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2460,7.1%,78,52,777,17,26564,59,2,13
Festival Delight,6/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4490,5.8%,116,89,1972,17,30427,57,25,3
Festival Delight,6/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3566,4.7%,74,41,585,14,17025,33,7,13
Festival Delight,6/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3683,8.4%,138,31,826,7,5675,18,20,3
Festival Delight,6/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1179,4.7%,25,50,235,24,38034,82,2,7
Festival Delight,6/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3739,7.1%,118,46,1040,24,43468,63,4,0
Festival Delight,6/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2672,6.2%,74,32,455,28,55059,43,22,10
Festival Delight,6/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4241,3.3%,63,24,294,24,26081,53,7,17
Festival Delight,6/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3798,4.0%,68,111,1453,14,20285,54,25,10
Festival Delight,6/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3146,6.6%,93,37,662,24,18112,39,18,7
Festival Delight,6/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2862,3.5%,45,22,193,24,42864,37,7,3
Festival Delight,6/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1917,3.9%,34,50,320,14,15214,52,2,13
Festival Delight,6/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4194,5.2%,98,101,1885,24,21734,64,7,0
Festival Delight,6/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2489,3.7%,41,89,703,21,40449,27,20,3
Festival Delight,6/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1728,5.1%,40,34,259,24,39846,52,11,7
Festival Delight,6/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3454,6.2%,95,112,2050,10,9177,38,4,17
Festival Delight,6/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3364,4.5%,67,48,616,24,18112,65,20,17
Festival Delight,6/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2822,6.3%,80,79,1209,14,21009,70,11,3
Festival Delight,6/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3572,6.1%,98,99,1847,24,24632,37,7,13
Festival Delight,6/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3930,6.7%,118,52,1171,17,18353,41,31,7
Festival Delight,6/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4029,6.9%,125,97,2310,24,21130,52,20,13
Festival Delight,6/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3669,5.3%,86,9,146,14,22096,42,2,10
Festival Delight,6/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4367,4.1%,79,89,1351,10,7969,77,18,7
Festival Delight,6/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4567,7.2%,148,6,166,7,5916,46,20,3
Heritage Exclusive Sale,6/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3262,3.3%,48,75,696,21,18474,43,13,13
Heritage Exclusive Sale,6/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1829,6.1%,50,102,966,14,27771,96,11,20
Heritage Exclusive Sale,6/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2038,6.6%,60,116,1344,17,11591,48,4,20
Heritage Exclusive Sale,6/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3041,6.4%,87,84,1394,14,7245,76,0,13
Heritage Exclusive Sale,6/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2392,6.8%,73,125,1747,21,27650,55,33,13
Heritage Exclusive Sale,6/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2771,4.4%,55,35,368,10,10263,39,40,20
Heritage Exclusive Sale,6/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3695,2.6%,42,48,387,10,4105,80,2,10
Heritage Exclusive Sale,7/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3031,6.7%,90,66,1151,14,11350,43,4,7
Heritage Exclusive Sale,7/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3838,8.6%,146,104,2903,17,20526,79,13,7
Heritage Exclusive Sale,7/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3854,3.7%,64,69,850,10,4105,85,25,7
Heritage Exclusive Sale,7/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3645,5.4%,87,103,1719,10,9177,64,20,0
Heritage Exclusive Sale,7/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1730,6.2%,48,36,330,14,33325,77,16,27
Heritage Exclusive Sale,7/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2985,4.8%,64,28,345,14,25235,90,29,17
Heritage Exclusive Sale,7/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3896,5.0%,87,47,777,14,17025,73,25,37
Heritage Exclusive Sale,7/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3160,3.9%,55,43,455,21,50350,53,0,13
Heritage Exclusive Sale,7/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1657,8.1%,59,47,534,7,9177,76,38,23
Heritage Exclusive Sale,7/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3317,2.8%,42,11,86,7,2536,77,16,3
Heritage Exclusive Sale,7/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4318,4.6%,88,104,1748,10,15214,91,11,3
Heritage Exclusive Sale,7/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2280,5.0%,51,76,739,10,20647,66,42,0
Heritage Exclusive Sale,7/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1637,4.4%,32,53,323,10,22096,47,13,3
Heritage Exclusive Sale,7/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2576,5.7%,65,61,757,7,1811,103,11,7
Heritage Exclusive Sale,7/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3136,5.3%,74,71,1009,10,10625,43,18,10
Heritage Exclusive Sale,7/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3545,3.7%,59,67,760,17,21009,49,9,13
Heritage Exclusive Sale,7/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1026,7.2%,33,99,622,10,11591,85,36,13
Heritage Exclusive Sale,7/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2208,5.4%,53,59,600,21,19923,53,13,10
Heritage Exclusive Sale,7/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1614,3.2%,23,115,511,21,15334,70,11,7
Heritage Exclusive Sale,7/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2941,2.7%,35,28,190,17,24149,50,22,27
Heritage Exclusive Sale,7/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3582,6.3%,100,63,1203,24,18957,87,20,3
Heritage Exclusive Sale,7/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2526,5.4%,61,61,710,7,4468,74,36,23
Heritage Exclusive Sale,7/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3071,5.7%,78,121,1806,14,10505,50,22,17
Heritage Exclusive Sale,7/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2476,7.3%,81,21,316,24,46366,70,25,23
Heritage Exclusive Sale,7/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2668,7.9%,94,122,2198,7,7848,76,22,17
Heritage Exclusive Sale,7/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4319,4.0%,77,12,172,7,5433,90,27,0
Heritage Exclusive Sale,7/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1607,5.5%,39,132,993,7,10867,58,36,7
Heritage Exclusive Sale,7/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3735,6.8%,114,81,1769,10,7969,85,36,17
Heritage Exclusive Sale,7/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,953,7.4%,32,28,172,14,24511,55,29,3
Heritage Exclusive Sale,7/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1881,8.2%,69,97,1274,17,37310,63,16,10
Heritage Exclusive Sale,7/31/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2636,8.3%,97,117,2177,17,27409,50,33,20
Heritage Exclusive Sale,8/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3376,6.9%,105,33,665,10,15334,95,7,17
Heritage Exclusive Sale,8/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2693,3.7%,45,90,769,21,42623,43,2,20
Heritage Exclusive Sale,8/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1687,3.2%,24,48,219,21,47935,68,16,13
Heritage Exclusive Sale,8/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2911,3.3%,43,47,387,10,845,68,33,7
Heritage Exclusive Sale,8/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2219,4.3%,42,60,483,17,30548,74,18,7
Heritage Exclusive Sale,8/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2740,5.3%,65,115,1425,21,18595,34,22,7
Heritage Exclusive Sale,8/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1785,5.7%,46,133,1161,14,12437,50,16,23
Heritage Exclusive Sale,8/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1951,7.3%,63,57,689,10,1087,89,13,10
Heritage Exclusive Sale,8/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1555,5.5%,38,70,512,3,966,44,18,13
Heritage Exclusive Sale,8/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2259,7.2%,73,34,478,21,18595,82,9,7
Heritage Exclusive Sale,8/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3044,3.4%,46,96,851,21,29582,87,7,10
Heritage Exclusive Sale,8/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1420,2.7%,17,49,161,14,21372,84,31,20
Heritage Exclusive Sale,8/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2199,4.4%,43,15,120,14,6882,68,33,7
Heritage Exclusive Sale,8/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2825,8.4%,106,72,1465,14,17266,71,25,3
Heritage Exclusive Sale,8/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1491,6.6%,44,74,628,7,12557,107,7,3
Heritage Exclusive Sale,8/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3226,5.5%,79,106,1594,7,2053,82,13,7
Heritage Exclusive Sale,8/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2678,7.6%,91,59,1018,14,17387,65,31,33
Heritage Exclusive Sale,8/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1851,7.7%,64,40,490,3,5433,38,13,23
Heritage Exclusive Sale,8/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2150,2.8%,27,94,476,10,17991,54,29,13
Heritage Exclusive Sale,8/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2585,3.1%,36,42,289,7,2777,96,22,17
Heritage Exclusive Sale,8/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3654,4.7%,76,28,414,7,1087,60,20,3
Heritage Exclusive Sale,8/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1851,6.1%,51,64,616,17,29582,65,4,17
Heritage Exclusive Sale,8/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3270,4.8%,70,68,922,14,21734,44,18,20
Heritage Exclusive Sale,8/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2481,5.6%,62,9,105,7,7245,50,11,3
Heritage Exclusive Sale,8/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2485,5.3%,59,78,884,14,19198,81,22,13
Heritage Exclusive Sale,8/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1127,4.9%,25,119,560,21,33325,44,29,13
Heritage Exclusive Sale,8/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3705,5.4%,90,113,1948,14,23424,42,27,17
Heritage Exclusive Sale,8/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3683,4.2%,69,105,1389,17,11108,79,7,33
Heritage Exclusive Sale,8/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3808,3.0%,51,16,153,14,14852,52,33,17
Heritage Exclusive Sale,8/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2069,5.6%,52,70,694,17,18836,62,31,7
Heritage Exclusive Sale,8/31/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1829,3.6%,29,52,289,17,32480,31,38,23
Heritage Exclusive Sale,9/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3378,5.4%,81,95,1471,14,26805,71,4,7
Heritage Exclusive Sale,9/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2550,5.2%,59,132,1488,7,3622,31,13,10
Heritage Exclusive Sale,9/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1849,6.3%,52,24,244,10,14852,80,9,23
Heritage Exclusive Sale,9/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1823,3.9%,31,120,725,7,1932,82,13,23
Heritage Exclusive Sale,9/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3372,3.8%,57,86,946,21,48418,97,0,7
Heritage Exclusive Sale,9/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2290,4.7%,48,126,1165,10,15697,84,16,7
Heritage Exclusive Sale,9/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3196,7.8%,111,30,644,21,27047,47,18,7
Heritage Exclusive Sale,9/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4082,3.6%,66,61,765,14,31756,55,36,3
Heritage Exclusive Sale,9/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1326,5.8%,34,118,781,24,46486,32,4,3
Heritage Exclusive Sale,9/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1987,4.9%,43,130,1076,21,27530,30,11,23
Heritage Exclusive Sale,9/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1750,2.6%,20,22,86,7,9780,75,18,7
Heritage Exclusive Sale,9/12/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2924,4.9%,64,88,1071,7,11350,79,2,20
Heritage Exclusive Sale,9/13/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2518,7.3%,82,116,1823,17,29824,75,27,13
Heritage Exclusive Sale,9/14/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2707,7.1%,86,86,1410,21,22579,55,11,7
Heritage Exclusive Sale,9/15/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2673,5.2%,62,22,266,3,1328,31,29,20
Heritage Exclusive Sale,9/16/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3171,6.4%,90,16,270,24,30065,65,36,17
Heritage Exclusive Sale,9/17/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,1993,5.6%,50,28,272,14,24511,103,22,0
Heritage Exclusive Sale,9/18/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2670,3.3%,40,120,910,21,45641,71,18,33
Heritage Exclusive Sale,9/19/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2659,4.2%,50,29,278,17,25115,76,29,30
Heritage Exclusive Sale,9/20/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2813,7.2%,91,80,1394,3,3139,32,4,7
Heritage Exclusive Sale,9/21/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4503,5.8%,116,93,2064,14,20647,73,9,3
Heritage Exclusive Sale,9/22/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2624,8.1%,94,123,2220,17,23907,32,18,17
Heritage Exclusive Sale,9/23/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2217,5.5%,55,41,430,7,1087,71,11,13
Spice Bazaar ,9/24/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3567,5.6%,90,10,168,24,44192,103,36,17
Spice Bazaar ,9/25/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5565,5.9%,147,51,1433,17,39604,47,38,13
Spice Bazaar ,9/26/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3944,6.6%,116,61,1344,31,62908,71,40,17
Spice Bazaar ,9/27/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4747,6.6%,141,105,2814,17,25598,42,27,7
Spice Bazaar ,9/28/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5742,5.2%,133,83,2110,17,43709,76,7,13
Spice Bazaar ,9/29/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4821,3.5%,76,10,142,28,52041,76,22,3
Spice Bazaar ,9/30/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4418,6.2%,123,70,1655,24,32118,54,4,17
Spice Bazaar ,10/1/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5772,4.9%,126,6,141,24,36465,49,11,30
Spice Bazaar ,10/2/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4566,6.7%,137,88,2311,21,45641,53,31,20
Spice Bazaar ,10/3/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4325,5.2%,100,114,2187,10,31756,64,18,33
Spice Bazaar ,10/4/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4784,4.7%,100,114,2185,17,32842,57,27,13
Spice Bazaar ,10/5/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3663,6.1%,100,86,1650,28,41294,59,20,30
Spice Bazaar ,10/6/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,2383,4.6%,49,71,672,28,44434,53,11,13
Spice Bazaar ,10/7/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,3519,6.2%,98,79,1483,17,24270,58,38,17
Spice Bazaar ,10/8/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,4577,7.4%,151,48,1383,28,61821,60,27,3
Spice Bazaar ,10/9/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5395,9.9%,238,79,3612,24,45038,87,33,17
Spice Bazaar ,10/10/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,6386,6.6%,188,45,1615,10,29945,79,16,7
Spice Bazaar ,10/11/2023,Hyderabad,Snapchat,Smartphone,Fresh Deals,5310,6.4%,151,6,170,24,52644,59,25,17
